sid_id,menu_cate
967.0,국수
968.0,찌개
969.0,돈가스
970.0,빙수
970.0,커피
971.0,파스타
971.0,피자
971.0,스테이크
972.0,버거
972.0,샌드위치
973.0,이자카야
974.0,샤브샤브
974.0,바베큐
975.0,한식
976.0,호프
977.0,분식
978.0,어묵
978.0,오코노미야끼
978.0,꼬치
978.0,회
978.0,메로
978.0,튀김
979.0,쌀국수
979.0,볶음밥
983.0,디저트
983.0,커피
985.0,샌드위치
986.0,파스타
986.0,스테이크
989.0,샌드위치
989.0,베이커리
991.0,한식
992.0,피자
992.0,파스타
992.0,치즈
993.0,피자
993.0,파스타
993.0,샐러드
997.0,아구찜
997.0,해물찜
998.0,삼겹살
1000.0,육포
1000.0,떡
1001.0,과일
1002.0,도시락
1003.0,주스
1004.0,스무디
1004.0,주스
1005.0,토스트
1007.0,갈치조림
1007.0,회
1007.0,한치
1009.0,돈가스
1009.0,치킨
1009.0,해시브라운
1009.0,떡갈비
1009.0,함박스테이크
1009.0,카레
1009.0,육개장
1009.0,전
1010.0,샌드위치
1010.0,커피
1011.0,초밥
1015.0,파스타
1015.0,필라프
1015.0,샐러드
1017.0,커피
1018.0,꽃게
1020.0,꼬막
1020.0,덮밥
1021.0,부대찌개
1023.0,커피
1025.0,쌀국수
1025.0,갈비
1027.0,뷔페
1028.0,꼬치
1029.0,짬뽕
1029.0,탕수육
1034.0,돈가스
1040.0,과일
1042.0,호프
1043.0,돈가스
1043.0,파스타
1044.0,호프
1046.0,쌀국수
1048.0,일식
1049.0,한식
1050.0,한식
1053.0,샐러드
1054.0,문어
1054.0,수육
1056.0,샐러드
1057.0,한식
1058.0,쌈
1059.0,잡채
1062.0,쌀국수
1062.0,태국요리
1064.0,한식
1064.0,일식
1064.0,디저트
1064.0,치즈
1065.0,스테이크
1065.0,샐러드
1067.0,반찬
1068.0,치킨
1068.0,파스타
1068.0,샐러드
1068.0,에이드
1069.0,냉면
1071.0,소시지
1072.0,뷔페
1074.0,꽃게
1075.0,프렌치
1076.0,돈가스
1076.0,제육볶음
1076.0,샐러드
1080.0,닭발
1081.0,베이커리
1084.0,분식
1086.0,라멘
1087.0,과일
1088.0,파스타
1088.0,피자
1088.0,샐러드
1092.0,스테이크
1092.0,프렌치
1094.0,감바스
1096.0,커피
1096.0,베이커리
1096.0,과일
1097.0,분식
1100.0,커피
1102.0,연어
1107.0,마라탕
1108.0,삼겹살
1108.0,찌개
1108.0,김치찌개
1108.0,계란후라이
1108.0,볶음밥
1109.0,초밥
1111.0,파스타
1112.0,문어
1114.0,닭볶음탕
1114.0,찜닭
1114.0,곱창
1117.0,일식
1117.0,도시락
1117.0,한식
1120.0,한식
1121.0,브리또
1121.0,곱창
1124.0,아구찜
1124.0,주꾸미
1124.0,동태탕
1124.0,만두
1124.0,전
1124.0,수육
1124.0,냉면
1125.0,스테이크
1128.0,한식
1129.0,부대찌개
1130.0,부대찌개
1130.0,제육볶음
1130.0,돈가스
1130.0,불고기
1130.0,삼겹살
1134.0,김치찌개
1135.0,돈가스
1136.0,회
1138.0,분식
1140.0,샌드위치
1140.0,브런치
1142.0,스테이크
1144.0,초밥
1144.0,회덮밥
1145.0,어묵
1146.0,육회
1146.0,이자카야
1149.0,곱창
1151.0,베이커리
1155.0,불고기
1157.0,베이커리
1159.0,버거
1160.0,노가리
1160.0,마른안주
1161.0,분식
1165.0,볶음밥
1167.0,과일
1168.0,마른안주
1171.0,커피
1171.0,샌드위치
1172.0,브런치
1176.0,샐러드
1185.0,분식
1186.0,삼계탕
1186.0,전골
1188.0,쿠키
1190.0,오뎅탕
1196.0,샐러드
1197.0,버거
1198.0,김밥
1198.0,떡볶이
1198.0,돈가스
1198.0,만두
1198.0,찌개
1201.0,치킨
1203.0,과일
1204.0,우동
1205.0,쌀국수
1207.0,파스타
1207.0,스테이크
1207.0,피자
1207.0,샐러드
1209.0,국수
1211.0,제육볶음
1211.0,돈가스
1216.0,뷔페
1226.0,샐러드
1227.0,피자
1228.0,스테이크
1229.0,부대찌개
1229.0,김치찌개
1234.0,굴
1238.0,라멘
1244.0,떡볶이
1247.0,초밥
1247.0,연어
1251.0,육개장
1251.0,칼국수
1251.0,한식
1252.0,튀김
1257.0,감자튀김
1259.0,백반
1261.0,파스타
1262.0,떡볶이
1263.0,라면
1265.0,양꼬치
1266.0,백반
1267.0,뷔페
1273.0,치즈
1274.0,샌드위치
1277.0,만두
1278.0,연어
1279.0,한식
1280.0,제육볶음
1286.0,일식
1289.0,와플
1291.0,일식
1296.0,피자
1297.0,전복
1297.0,전
1297.0,감바스
1297.0,오뎅탕
1297.0,라면
1297.0,낙지
1298.0,버거
1302.0,파스타
1302.0,스테이크
1303.0,파스타
1306.0,샌드위치
1307.0,짬뽕
1307.0,탕수육
1308.0,돈가스
1308.0,샐러드
1310.0,찌개
1313.0,베이커리
1314.0,감자튀김
1314.0,스테이크
1315.0,비빔밥
1317.0,핫도그
1317.0,커피
1319.0,파스타
1324.0,중식
1325.0,회
1327.0,샌드위치
1327.0,곱창
1328.0,브로콜리
1330.0,과일
1331.0,쌀국수
1332.0,과일
1334.0,과일
1335.0,황태해장국
1337.0,호박
1339.0,디저트
1340.0,도시락
1346.0,먹태
1346.0,어묵
1349.0,과일
1350.0,떡갈비
1351.0,먹태
1356.0,밥
1356.0,라멘
1356.0,호프
1357.0,김밥
1359.0,삼겹살
1360.0,회
1361.0,베이커리
1362.0,커피
1364.0,과일
1366.0,급식
1370.0,일식
1371.0,뷔페
1373.0,한식
1375.0,곱창
1376.0,불고기
1377.0,탕수육
1380.0,베이커리
1381.0,꽃게
1382.0,샐러드
1382.0,커피
1382.0,과일
1383.0,라멘
1385.0,한식
1386.0,도시락
1387.0,돈가스
1390.0,반찬
1394.0,한식
1396.0,돈가스
1397.0,오리
1398.0,디저트
1401.0,샌드위치
1404.0,튀김
1405.0,돈가스
1406.0,과일
1409.0,떡
1410.0,연어
1413.0,그라탕
1413.0,튀김
1418.0,일식
1418.0,육회
1419.0,전골
1422.0,돈가스
1424.0,김치찌개
1429.0,양고기
1430.0,과일
1434.0,회
1435.0,한식
1437.0,치즈
1439.0,닭발
1441.0,김치찌개
1441.0,삼겹살
1442.0,떡
1444.0,매점
1446.0,분식
1449.0,부대찌개
1450.0,생선
1453.0,밥
1455.0,김밥
1456.0,규동
1456.0,돈가스
1456.0,튀김
1457.0,중식
1459.0,회
1463.0,치킨
1467.0,육포
1468.0,마카롱
1469.0,곰탕
1472.0,회
1473.0,막국수
1473.0,만두
1473.0,돈가스
1473.0,우동
1480.0,생선
1480.0,초밥
1482.0,중식
1483.0,김치찌개
1483.0,전골
1483.0,냉면
1486.0,한식
1487.0,소시지
1489.0,삼겹살
1489.0,찌개
1491.0,치즈
1492.0,삼겹살
1493.0,돈가스
1494.0,라면
1495.0,생선
1497.0,영양제
1498.0,베이커리
1498.0,과일
1499.0,꽃게
1500.0,규동
1503.0,제육볶음
1504.0,피자
1504.0,치킨
1505.0,치즈
1505.0,나초
1507.0,샐러드
1508.0,보쌈
1510.0,파스타
1514.0,와플
1515.0,중식
1517.0,일식
1519.0,커피
1521.0,피자
1523.0,파스타
1523.0,스테이크
1523.0,치즈
1526.0,튀김
1528.0,튀김
1531.0,샤브샤브
1531.0,훠궈
1532.0,치즈
1535.0,김밥
1538.0,떡볶이
1540.0,백반
1541.0,마라탕
1547.0,커피
1547.0,디저트
1548.0,파스타
1549.0,한식
1551.0,바베큐
1551.0,샥스핀
1553.0,매운탕
1553.0,찜닭
1555.0,한식
1556.0,연어
1556.0,커피
1557.0,파스타
1557.0,피자
1557.0,떡볶이
1557.0,커피
1558.0,떡
1559.0,육회
1560.0,찜닭
1563.0,디저트
1564.0,삼겹살
1566.0,분식
1567.0,한식
1568.0,곱창
1571.0,짜장면
1574.0,생선
1581.0,베이커리
1582.0,피자
1583.0,한식
1586.0,연어
1587.0,버거
1587.0,감자튀김
1588.0,스테이크
1589.0,제육볶음
1592.0,라면
1594.0,치즈
1595.0,국밥
1598.0,생선
1599.0,회
1600.0,컵밥
1601.0,커피
1603.0,초밥
1606.0,파스타
1608.0,삼겹살
1609.0,감자튀김
1610.0,파스타
1612.0,치킨
1613.0,불고기
1614.0,소시지
1614.0,닭볶음탕
1617.0,꽃게
1618.0,한식
1618.0,제육볶음
1619.0,한식
1620.0,커피
1623.0,닭발
1623.0,분식
1624.0,떡볶이
1624.0,떡
1630.0,파스타
1631.0,소시지
1632.0,족발
1632.0,보쌈
1635.0,마른안주
1635.0,육포
1635.0,이자카야
1639.0,브런치
1640.0,튀김
1641.0,과일
1641.0,베이커리
1642.0,돈가스
1643.0,주꾸미
1646.0,샐러드
1647.0,불고기
1648.0,커피
1650.0,찜닭
1651.0,반찬
1651.0,샌드위치
1652.0,팟타이
1652.0,볶음밥
1652.0,쌀국수
1653.0,호박
1656.0,샐러드
1657.0,육개장
1657.0,갈비
1657.0,비빔밥
1658.0,피자
1659.0,김밥
1661.0,튀김
1661.0,떡볶이
1662.0,연어
1663.0,삼겹살
1665.0,라면
1666.0,커피
1666.0,과일
1668.0,케이크
1669.0,파스타
1670.0,영양제
1673.0,한식
1675.0,과일
1676.0,샐러드
1676.0,과일
1677.0,돈가스
1679.0,피자
1680.0,장어
1681.0,감바스
1683.0,생선
1684.0,돈가스
1684.0,우동
1686.0,연어
1686.0,기자미노리
1690.0,분식
1693.0,떡볶이
1693.0,치킨
1693.0,돈가스
1694.0,찜닭
1694.0,닭볶음탕
1698.0,꽃게
1700.0,파스타
1701.0,훠궈
1704.0,한식
1705.0,떡볶이
1707.0,와플
1710.0,샐러드
1711.0,초밥
1712.0,삼겹살
1713.0,떡볶이
1713.0,튀김
1713.0,순대
1713.0,김밥
1713.0,라면
1713.0,우동
1713.0,어묵
1713.0,돈가스
1713.0,컵밥
1713.0,주먹밥
1717.0,버거
1718.0,태국요리
1719.0,브로콜리
1720.0,돈가스
1721.0,베이커리
1723.0,꽃게
1725.0,꽃게
1727.0,푸딩
1727.0,베이커리
1728.0,초밥
1728.0,일식
1729.0,국
1729.0,반찬
1731.0,제과
1732.0,연어
1733.0,카레
1734.0,치즈
1735.0,중식
1736.0,연어
1737.0,닭볶음탕
1738.0,브런치
1741.0,브런치
1742.0,커피
1744.0,커피
1744.0,샌드위치
1744.0,파스타
1744.0,디저트
1745.0,디저트
1745.0,마카롱
1745.0,케이크
1745.0,까눌레
1748.0,샐러드
1749.0,샌드위치
1749.0,스프
1749.0,튀김
1749.0,샐러드
1750.0,명란
1751.0,스테이크
1753.0,꽃게
1754.0,초밥
1755.0,한식
1756.0,찜닭
1756.0,닭볶음탕
1758.0,덮밥
1758.0,김밥
1758.0,국수
1758.0,돈가스
1759.0,쌀국수
1759.0,볶음밥
1759.0,봉
1762.0,김치찜
1764.0,마카롱
1765.0,꽃등심
1766.0,파스타
1768.0,도시락
1770.0,뼈해장국
1771.0,한식
1773.0,닭갈비
1775.0,마카롱
1776.0,삼겹살
1776.0,김치찌개
1777.0,전
1778.0,케이크
1783.0,순대국
1784.0,닭발
1784.0,버팔로윙
1786.0,짜장면
1786.0,짬뽕
1786.0,탕수육
1787.0,쌀국수
1788.0,찜닭
1788.0,피자
1792.0,한식
1793.0,국수
1794.0,치즈
1795.0,냉면
1796.0,치킨
1797.0,부대찌개
1798.0,분식
1799.0,육개장
1801.0,마른안주
1802.0,곱창
1803.0,샐러드
1804.0,꽃게
1807.0,스테이크
1808.0,나베
1813.0,볶음밥
1814.0,치킨
1815.0,반찬
1818.0,생선
1818.0,과일
1819.0,과일
1820.0,연어
1823.0,요거트
1824.0,브런치
1824.0,디저트
1828.0,삼겹살
1828.0,호프
1828.0,펍
1830.0,샐러드바
1830.0,샌드위치
1830.0,주스
1830.0,샐러드
1831.0,샐러드
1832.0,어묵
1832.0,순대
1834.0,스테이크
1834.0,파스타
1834.0,피자
1837.0,샐러드
1838.0,커피
1838.0,주스
1839.0,커피
1839.0,타르트
1841.0,한식
1842.0,꽃게
1843.0,마카롱
1843.0,케이크
1844.0,치즈
1846.0,부대찌개
1847.0,샐러드
1848.0,커피
1850.0,회
1854.0,닭강정
1854.0,떡
1856.0,비빔밥
1856.0,꽃게
1857.0,쌈
1859.0,연어
1862.0,주스
1863.0,한식
1864.0,곱창
1868.0,국밥
1869.0,만두
1870.0,에이드
1871.0,우동
1872.0,버거
1877.0,치킨
1878.0,장어
1879.0,과일
1880.0,샌드위치
1880.0,샐러드
1884.0,삼겹살
1885.0,스튜
1885.0,스테이크
1885.0,치즈
1886.0,라멘
1887.0,일식
1888.0,일식
1889.0,한식
1892.0,덮밥
1893.0,만두
1894.0,김밥
1894.0,떡볶이
1894.0,순대
1902.0,국수
1903.0,베이커리
1905.0,과일
1906.0,커피
1906.0,베이커리
1907.0,일식
1908.0,장어
1909.0,보쌈
1909.0,불고기
1909.0,김치찌개
1909.0,과일
1909.0,후식
1913.0,샌드위치
1914.0,뷔페
1915.0,꽃게
1918.0,삼겹살
1920.0,후토마키
1923.0,요거트
1923.0,샌드위치
1925.0,뷔페
1926.0,샐러드
1926.0,피자
1926.0,샌드위치
1929.0,마른안주
1930.0,닭볶음탕
1932.0,커피
1933.0,컵밥
1933.0,김밥
1933.0,떡볶이
1933.0,순대
1933.0,마파두부
1933.0,제육볶음
1933.0,불고기
1933.0,치킨
1933.0,불닭
1933.0,리조또
1933.0,주먹밥
1934.0,불고기
1935.0,샐러드
1937.0,치즈
1937.0,파스타
1938.0,찌개
1938.0,찜
1938.0,불고기
1938.0,닭발
1939.0,냉면
1940.0,김치찌개
1941.0,램
1942.0,일식
1943.0,샤브샤브
1945.0,두루치기
1946.0,태국요리
1949.0,돈가스
1949.0,함박스테이크
1950.0,치킨
1953.0,쌀국수
1953.0,짬뽕
1953.0,그라탕
1953.0,볶음밥
1953.0,튀김
1953.0,치즈
1955.0,붕어빵
1959.0,베이커리
1962.0,돈가스
1962.0,샐러드
1964.0,중식
1965.0,꽃게
1967.0,뷔페
1968.0,버거
1969.0,과일
1970.0,훠궈
1972.0,문어
1974.0,스키야키
1974.0,규동
1974.0,연어
1976.0,튀김
1977.0,라면
1978.0,버거
1978.0,피자
1978.0,치킨
1978.0,샌드위치
1978.0,파스타
1983.0,떡볶이
1985.0,돈가스
1986.0,삼겹살
1988.0,해물탕
1989.0,케이크
1990.0,한식
1991.0,치플
1991.0,주스
1994.0,토스트
1995.0,커피
1996.0,중식
1997.0,브런치
1998.0,연어
1999.0,케이크
2001.0,보양식
2003.0,치즈
2003.0,떡볶이
2003.0,김밥
2004.0,쌀국수
2004.0,팟타이
2004.0,볶음밥
2006.0,과일
2007.0,삼겹살
2007.0,김치찌개
2008.0,이자카야
2009.0,쿠키
2009.0,멜로우
2010.0,커피
2011.0,김치찌개
2012.0,급식
2014.0,족발
2016.0,삼계탕
2017.0,쌈밥
2020.0,한식
2023.0,라멘
2024.0,떡볶이
2024.0,파스타
2024.0,카레
2026.0,삼겹살
2027.0,중식
2028.0,삼겹살
2029.0,감자탕
2030.0,볶음밥
2032.0,삼겹살
2033.0,파스타
2033.0,감바스
2033.0,피자
2034.0,김밥
2035.0,갈비
2036.0,과일
2036.0,커피
2037.0,청국장
2038.0,한식
2039.0,베이커리
2040.0,이자카야
2041.0,샤브샤브
2042.0,파스타
2042.0,피자
2042.0,돈가스
2042.0,커피
2043.0,초밥
2043.0,회
2044.0,돈가스
2044.0,연어
2044.0,육회
2045.0,부대찌개
2047.0,커피
2048.0,칼국수
2050.0,치킨
2051.0,파스타
2051.0,피자
2051.0,샐러드
2052.0,디저트
2054.0,순두부찌개
2055.0,삼겹살
2057.0,볶음밥
2058.0,일식
2059.0,과일
2061.0,커피
2063.0,쌀국수
2064.0,도시락
2065.0,분식
2066.0,떡볶이
2066.0,칼국수
2066.0,냉면
2068.0,반찬
2069.0,곱창
2070.0,꿔바로우
2071.0,한식
2072.0,이자카야
2073.0,주꾸미
2075.0,어묵
2076.0,샐러드
2076.0,샌드위치
2077.0,회
2078.0,탕수육
2079.0,짜장면
2080.0,냉면
2081.0,규동
2082.0,반찬
2083.0,치즈
2084.0,쌀국수
2087.0,피자
2087.0,파스타
2088.0,삼겹살
2090.0,닭발
2091.0,국밥
2091.0,국수
2094.0,스테이크
2095.0,백반
2096.0,규동
2096.0,스테이크
2097.0,연어
2098.0,주꾸미
2099.0,술집
2101.0,찌개
2102.0,파스타
2102.0,버거
2104.0,감자탕
2105.0,샐러드
2106.0,샤브샤브
2108.0,스테이크
2109.0,쌀국수
2111.0,국수
2112.0,급식
2113.0,삼겹살
2113.0,국밥
2115.0,김치찌개
2116.0,반찬
2118.0,떡볶이
2119.0,양꼬치
2120.0,전
2120.0,튀김
2121.0,치킨
2122.0,도시락
2123.0,초밥
2124.0,돈가스
2124.0,우동
2124.0,냉면
2125.0,삼겹살
2126.0,치즈
2126.0,토스트
2127.0,반찬
2128.0,중식
2129.0,쌀국수
2129.0,라멘
2132.0,회
2133.0,컵밥
2134.0,치킨
2134.0,떡볶이
2135.0,피자
2135.0,파스타
2136.0,커피
2137.0,샌드위치
2137.0,샐러드
2138.0,브런치
2139.0,한식
2141.0,닭곰탕
2141.0,닭개장
2142.0,한식
2145.0,부대찌개
2146.0,삼겹살
2146.0,갈비
2147.0,감자탕
2148.0,떡볶이
2148.0,치킨
2149.0,꽃게
2150.0,한식
2151.0,양꼬치
2152.0,치킨
2153.0,부대찌개
2155.0,닭볶음탕
2155.0,김치찌개
2155.0,돈가스
2156.0,피자
2157.0,샌드위치
2158.0,삼겹살
2160.0,연어
2160.0,치즈
2161.0,오뎅탕
2161.0,어묵
2161.0,꼬치
2161.0,탕
2161.0,튀김
2162.0,김치찌개
2162.0,찌개
2163.0,갈비
2164.0,삼겹살
2165.0,스테이크
2165.0,일식
2166.0,분식
2168.0,구내식당
2169.0,삼겹살
2170.0,떡볶이
2171.0,치킨
2172.0,삼겹살
2173.0,갈비
2174.0,부대찌개
2175.0,매운탕
2176.0,피자
2176.0,떡볶이
2177.0,닭갈비
2178.0,베이커리
2180.0,카레
2180.0,치킨
2182.0,꼬치
2183.0,떡볶이
2183.0,튀김
2185.0,분식
2186.0,갈비탕
2186.0,삼겹살
2187.0,샤브샤브
2188.0,삼겹살
2189.0,삼겹살
2190.0,비빔밥
2190.0,냉면
2190.0,육개장
2190.0,김치찌개
2191.0,찌개
2192.0,꽃게
2192.0,치킨
2196.0,삼겹살
2196.0,불고기
2196.0,파스타
2198.0,샐러드
2199.0,치킨
2200.0,소시지
2202.0,연어
2202.0,찌개
2203.0,삼겹살
2204.0,돈가스
2206.0,장어
2207.0,삼겹살
2208.0,치킨
2208.0,감자튀김
2209.0,젤라또
2211.0,불고기
2211.0,생선구이
2212.0,피자
2213.0,족발
2214.0,낙지
2215.0,백반
2216.0,곱창
2216.0,전골
2217.0,두루치기
2220.0,파스타
2221.0,떡
2222.0,꼬치
2223.0,립
2224.0,케이크
2225.0,뷔페
2226.0,쌀국수
2227.0,뷔페
2228.0,회
2229.0,닭강정
2230.0,주꾸미
2230.0,삼겹살
2231.0,샐러드
2232.0,떡볶이
2233.0,전
2233.0,진미채
2234.0,꼬치
2235.0,생선
2236.0,갈비탕
2236.0,찜
2237.0,삼겹살
2237.0,국밥
2238.0,순대
2239.0,스테이크
2240.0,쌀국수
2241.0,김밥
2242.0,김치찌개
2243.0,샤브샤브
2244.0,삼겹살
2246.0,파스타
2247.0,스테이크
2248.0,치킨
2249.0,주꾸미
2251.0,갈비
2253.0,회
2255.0,만두
2255.0,우동
2256.0,칼국수
2258.0,생선구이
2259.0,삼겹살
2260.0,한식
2261.0,과일
2262.0,연어
2263.0,샌드위치
2264.0,순대국
2265.0,덮밥
2266.0,국수
2268.0,쌈밥
2269.0,분식
2270.0,한식
2271.0,파스타
2271.0,커피
2271.0,피자
2272.0,꼬치
2273.0,피자
2273.0,파스타
2274.0,탕
2274.0,숙회
2274.0,떡볶이
2274.0,짬뽕
2275.0,소시지
2276.0,꼬막
2279.0,삼겹살
2280.0,곱창
2282.0,디저트
2283.0,덮밥
2283.0,우동
2283.0,일품요리
2284.0,곱창
2285.0,닭볶음탕
2285.0,닭갈비
2286.0,순대국
2287.0,양고기
2288.0,샤브샤브
2289.0,연어
2290.0,도시락
2291.0,이자카야
2292.0,김치찌개
2293.0,감자튀김
2294.0,피자
2295.0,카레
2296.0,육회
2296.0,비빔밥
2297.0,돈가스
2297.0,냉면
2297.0,우동
2298.0,핫도그
2299.0,베이커리
2300.0,주스
2301.0,김치찌개
2302.0,파스타
2303.0,피자
2304.0,반찬
2306.0,삼겹살
2307.0,치킨
2308.0,볶음밥
2309.0,베이커리
2309.0,스낵
2310.0,물회
2311.0,물회
2312.0,브런치
2313.0,수육
2315.0,케이크
2316.0,닭갈비
2317.0,라멘
2318.0,라자냐
2319.0,피쉬앤칩스
2320.0,호프
2321.0,삼겹살
2322.0,삼겹살
2324.0,과일
2325.0,커피
2326.0,육회
2326.0,연어
2326.0,덮밥
2326.0,제육볶음
2326.0,돈가스
2326.0,라멘
2326.0,이자카야
2327.0,짬뽕
2328.0,피자
2328.0,파스타
2330.0,버거
2332.0,꼬치
2334.0,삼겹살
2335.0,삼겹살
2336.0,제육볶음
2338.0,메밀면
2339.0,피자
2339.0,파스타
2339.0,중식
2341.0,김밥
2341.0,국수
2342.0,백반
2343.0,짬뽕
2344.0,샐러드
2345.0,삼겹살
2346.0,삼겹살
2347.0,쌀국수
2351.0,파스타
2353.0,반찬
2354.0,덮밥
2354.0,우동
2356.0,냉면
2357.0,초밥
2358.0,곰탕
2358.0,설렁탕
2358.0,육개장
2359.0,브런치
2360.0,커피
2362.0,양꼬치
2364.0,삼겹살
2364.0,김치찌개
2364.0,스테이크
2364.0,찜
2364.0,주꾸미
2365.0,주스
2365.0,커피
2366.0,급식
2367.0,뷔페
2368.0,쌈밥
2368.0,생선구이
2370.0,피자
2371.0,삼겹살
2372.0,소시지
2373.0,반찬
2375.0,닭발
2376.0,우사미
2377.0,급식
2379.0,삼겹살
2380.0,삼계탕
2381.0,커피
2381.0,베이커리
2382.0,유린기
2382.0,짬뽕
2383.0,김치찌개
2383.0,닭발
2384.0,떡볶이
2386.0,쌀국수
2388.0,샌드위치
2388.0,김밥
2388.0,파스타
2389.0,삼겹살
2389.0,갈비
2390.0,도시락
2390.0,야식
2391.0,쫄면
2391.0,돈가스
2391.0,만두
2392.0,족발
2392.0,떡볶이
2393.0,떡볶이
2395.0,꼬치
2396.0,삼겹살
2396.0,찌개
2396.0,김치찌개
2396.0,부대찌개
2396.0,닭볶음탕
2397.0,떡볶이
2398.0,샐러드
2399.0,커피
2401.0,삼겹살
2402.0,야식
2403.0,급식
2404.0,덮밥
2404.0,라면
2405.0,후토마키
2407.0,불고기
2408.0,치킨
2409.0,갈비
2409.0,냉면
2410.0,도시락
2411.0,버거
2411.0,스테이크
2412.0,마카롱
2413.0,케밥
2413.0,샌드위치
2414.0,스테이크
2414.0,파스타
2414.0,필라프
2414.0,샐러드
2416.0,삼겹살
2417.0,짜장면
2418.0,추어탕
2419.0,백반
2420.0,브런치
2421.0,마른안주
2423.0,삼겹살
2425.0,삼계탕
2427.0,커피
2427.0,주스
2428.0,카레
2428.0,샐러드
2429.0,주스
2430.0,베이커리
2431.0,브런치
2432.0,한식
2432.0,케이크
2432.0,과일
2433.0,마카롱
2434.0,주꾸미
2435.0,샐러드
2436.0,순대국
2436.0,부대찌개
2436.0,갈비탕
2436.0,육개장
2437.0,덮밥
2437.0,라멘
2438.0,피자
2439.0,쌀국수
2441.0,샌드위치
2442.0,카레
2445.0,삼겹살
2446.0,커피
2446.0,과일
2446.0,주스
2447.0,제과
2449.0,쌀국수
2449.0,팟타이
2450.0,백반
2451.0,서양식
2452.0,죽
2453.0,닭발
2454.0,스테이크
2455.0,삼겹살
2457.0,파스타
2457.0,볶음밥
2458.0,족발
2458.0,보쌈
2459.0,삼겹살
2460.0,우동
2460.0,돈가스
2461.0,삼겹살
2461.0,곱창
2461.0,닭발
2461.0,갈비
2461.0,주먹밥
2461.0,냉면
2461.0,김치찌개
2461.0,우동
2461.0,계란찜
2461.0,두루치기
2462.0,피자
2464.0,호프
2467.0,버거
2467.0,치킨
2468.0,브런치
2469.0,김치찌개
2470.0,닭강정
2471.0,튀김
2473.0,함박스테이크
2475.0,김치찌개
2475.0,삼겹
2475.0,계란말이
2475.0,치킨
2475.0,마른안주
2477.0,커피
2478.0,카레
2479.0,팟타이
2480.0,피자
2480.0,이태리음식
2480.0,파스타
2481.0,족발
2483.0,삼겹살
2483.0,순대국
2485.0,삼겹살
2486.0,도시락
2487.0,뷔페
2489.0,한식
2490.0,삼겹살
2491.0,국수
2492.0,수육
2492.0,불고기
2496.0,계란찜
2497.0,닭발
2498.0,뷔페
2498.0,제육볶음
2500.0,불고기
2501.0,마라탕
2502.0,찜닭
2502.0,치킨
2504.0,돈가스
2504.0,파스타
2505.0,김치찌개
2510.0,바베큐
2511.0,커피
2513.0,주꾸미
2513.0,꿔바로우
2514.0,마른안주
2515.0,김치찌개
2516.0,숙주볶음
2517.0,커피
2518.0,에이드
2520.0,조개구이
2521.0,불고기
2523.0,돈부리
2524.0,삼겹살
2525.0,중식
2526.0,쌀국수
2527.0,한식
2528.0,라면
2528.0,찜
2529.0,피자
2529.0,삼겹살
2530.0,찜
2530.0,한식
2530.0,일식
2531.0,삼겹살
2532.0,갈비
2533.0,삼겹살
2534.0,떡
2535.0,삼겹살
2536.0,샌드위치
2537.0,삼겹살
2538.0,돈가스
2538.0,모밀
2538.0,떡볶이
2538.0,덮밥
2538.0,삼겹살
2539.0,파스타
2540.0,물회
2542.0,삼겹살
2543.0,국수
2544.0,치킨
2545.0,호프
2546.0,삼겹살
2547.0,주꾸미
2547.0,전골
2547.0,육회
2547.0,스테이크
2548.0,한식
2549.0,떡볶이
2550.0,피자
2550.0,파스타
2550.0,떡볶이
2550.0,어묵
2550.0,튀김
2551.0,김치찌개
2551.0,봉
2551.0,감자튀김
2551.0,샐러드
2551.0,마른안주
2552.0,오리
2553.0,카레
2553.0,돈가스
2554.0,갈비
2555.0,샌드위치
2556.0,샤브샤브
2557.0,피자
2558.0,도시락
2559.0,닭볶음탕
2560.0,도시락
2561.0,반찬
2562.0,쌀국수
2563.0,찜닭
2563.0,닭볶음탕
2563.0,찌개
2566.0,밥상
2568.0,육개장
2569.0,파스타
2570.0,삼겹살
2571.0,보쌈
2571.0,김치찜
2572.0,소시지
2573.0,삼겹살
2574.0,떡볶이
2575.0,피자
2576.0,파스타
2577.0,청국장
2577.0,낙지
2579.0,매점
2580.0,백반
2581.0,쌀국수
2582.0,칼국수
2584.0,족발
2584.0,일식
2587.0,샤퀴테리
2588.0,분식
2589.0,샹차이
2590.0,해물탕
2591.0,피자
2592.0,브런치
2593.0,커피
2593.0,돈가스
2594.0,분식
2595.0,우동
2596.0,이자카야
2597.0,반찬
2598.0,분식
2599.0,돈부리
2600.0,삼겹살
2601.0,한식
2601.0,중식
2602.0,스테이크
2603.0,삼겹살
2604.0,삼겹살
2605.0,튀김
2606.0,파스타
2606.0,떡볶이
2607.0,우동
2607.0,나베
2608.0,돈가스
2608.0,나베
2614.0,삼겹살
2615.0,백반
2615.0,한식
2616.0,떡볶이
2617.0,연어
2617.0,육회
2618.0,분식
2619.0,꼬막
2621.0,파스타
2622.0,과일
2623.0,스키야키
2623.0,나베
2624.0,브런치
2625.0,분식
2626.0,떡볶이
2626.0,튀김
2627.0,술집
2629.0,과일
2630.0,갈비
2631.0,쌀국수
2632.0,만두
2632.0,떡볶이
2633.0,닭갈비
2633.0,막국수
2635.0,닭한마리
2635.0,닭볶음탕
2635.0,닭갈비
2636.0,중식
2637.0,분식
2638.0,커피
2638.0,파스타
